no,term,uri,label,definition,ontologyShort,ontology,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12
522,process,http://purl.obolibrary.org/obo/BFO_0000015,process,p is a process = Def. p is an occurrent that has temporal proper parts and for some time t p s-depends_on some material entity at t. (axiom label in BFO2 Reference: 083-003)An occurrent that has temporal proper parts and for some time t p s-depends_on some material entity at t.,GENEPIO,http://data.bioontology.org/ontologies/GENEPIO,0,0,0,0,0,0,0,0,1,0,0,0
523,process,http://www.ifomis.org/bfo/1.1/span#Process,process,"Examples: the life of an organism the process of sleeping the process of cell-divisionDefinition: A ""span:ProcessualEntity"" (""processual_entity"") that is a maximally connected spatio-temporal whole and has bona fide beginnings and endings corresponding to real discontinuities.",ADAR,http://data.bioontology.org/ontologies/ADAR,0,0,0,0,0,0,0,0,1,0,0,0
524,process,http://purl.obolibrary.org/obo/HAO_0000822,process,The area on the sclerite that is raised.,HAO,http://data.bioontology.org/ontologies/HAO,0,0,0,0,0,0,0,0,1,0,0,0
525,process,http://purl.obolibrary.org/obo/BFO_0000015,process,,ERO,http://data.bioontology.org/ontologies/ERO,0,0,0,0,0,0,0,0,1,0,0,0
526,process,http://purl.obolibrary.org/obo/BFO_0000015,process,p is a process = Def. p is an occurrent that has temporal proper parts and for some time t p s-depends_on some material entity at t. (axiom label in BFO2 Reference: 083-003)An occurrent that has temporal proper parts and for some time t p s-depends_on some material entity at t.,VSO,http://data.bioontology.org/ontologies/VSO,0,0,0,0,0,0,0,0,1,0,0,0
527,process,http://purl.obolibrary.org/obo/BFO_0000015,process,p is a process = Def. p is an occurrent that has temporal proper parts and for some time t p s-depends_on some material entity at t. (axiom label in BFO2 Reference: 083-003)An occurrent that has temporal proper parts and for some time t p s-depends_on some material entity at t.,DIDEO,http://data.bioontology.org/ontologies/DIDEO,0,0,0,0,0,0,0,0,1,0,0,0
528,process,http://purl.org/biotop/biotop.owl#Process,process,,BT,http://data.bioontology.org/ontologies/BT,0,0,0,0,0,0,0,0,1,0,0,0
529,process,http://purl.obolibrary.org/obo/BFO_0000015,process,p is a process = Def. p is an occurrent that has temporal proper parts and for some time t p s-depends_on some material entity at t. (axiom label in BFO2 Reference: 083-003)An occurrent that has temporal proper parts and for some time t p s-depends_on some material entity at t.,OHPI,http://data.bioontology.org/ontologies/OHPI,0,0,0,0,0,0,0,0,1,0,0,0
530,process,http://purl.obolibrary.org/obo/BFO_0000015,process,p is a process = Def. p is an occurrent that has temporal proper parts and for some time t p s-depends_on some material entity at t. (axiom label in BFO2 Reference: 083-003),OGI,http://data.bioontology.org/ontologies/OGI,0,0,0,0,0,0,0,0,1,0,0,0
531,process,http://www.ifomis.org/bfo/1.1/span#Process,Process,A processual entity that is a maximally connected spatiotemporal whole and has bona fide beginnings and endings corresponding to real discontinuities.,MIRNAO,http://data.bioontology.org/ontologies/MIRNAO,0,0,0,0,0,0,0,0,1,0,0,0
532,process,http://semanticscience.org/resource/SIO_000006,process,A process is a processual entity that is a maximally connected spatiotemporal whole has a temporal start and end.,RETO,http://data.bioontology.org/ontologies/RETO,0,0,0,0,0,0,0,0,1,0,0,0
533,process,http://purl.obolibrary.org/obo/BFO_0000015,process,p is a process = Def. p is an occurrent that has temporal proper parts and for some time t p s-depends_on some material entity at t. (axiom label in BFO2 Reference: 083-003),GENO,http://data.bioontology.org/ontologies/GENO,0,0,0,0,0,0,0,0,1,0,0,0
534,process,http://purl.obolibrary.org/obo/BFO_0000015,process,An occurrent that has temporal proper parts and for some time t p s-depends_on some material entity at t.,PLANA,http://data.bioontology.org/ontologies/PLANA,0,0,0,0,0,0,0,0,1,0,0,0
535,process,http://purl.obolibrary.org/obo/EHDA_4777,process,,EHDA,http://data.bioontology.org/ontologies/EHDA,0,0,0,0,0,0,0,0,1,0,0,0
536,process,http://purl.obolibrary.org/obo/BFO_0000015,process,p is a process = Def. p is an occurrent that has temporal proper parts and for some time t p s-depends_on some material entity at t. (axiom label in BFO2 Reference: 083-003)An occurrent that has temporal proper parts and for some time t p s-depends_on some material entity at t.,EGO,http://data.bioontology.org/ontologies/EGO,0,0,0,0,0,0,0,0,1,0,0,0
537,process,http://purl.obolibrary.org/obo/BFO_0000015,process,p is a process = Def. p is an occurrent that has temporal proper parts and for some time t p s-depends_on some material entity at t. (axiom label in BFO2 Reference: 083-003)An occurrent that has temporal proper parts and for some time t p s-depends_on some material entity at t.,OBI_BCGO,http://data.bioontology.org/ontologies/OBI_BCGO,0,0,0,0,0,0,0,0,1,0,0,0
538,process,http://purl.obolibrary.org/obo/BFO_0000015,process,p is a process = Def. p is an occurrent that has temporal proper parts and for some time t p s-depends_on some material entity at t. (axiom label in BFO2 Reference: 083-003),VDOT,http://data.bioontology.org/ontologies/VDOT,0,0,0,0,0,0,0,0,1,0,0,0
539,process,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Process,Process,"This is a placeholder for events that are considered in their evolution or anyway not strictly dependent on agents tasks and plans. \\nSee Event class for some thoughts on classifying events. See ""also Transition.""",BCI-O,http://data.bioontology.org/ontologies/BCI-O,0,0,0,0,0,0,0,0,1,0,0,0
540,process,http://purl.obolibrary.org/obo/span_Process,process,A processual entity span:ProcessualEntity that is a maximally connected spatiotemporal whole and has bona fide beginnings and endings corresponding to real discontinuities.Definition: A processual entity span:ProcessualEntity that is a maximally connected spatiotemporal whole and has bona fide beginnings and endings corresponding to real discontinuities.\\nExamples: the life of an organism the process of sleeping the process of cell-division.,MIRO,http://data.bioontology.org/ontologies/MIRO,0,0,0,0,0,0,0,0,1,0,0,0
541,process,http://neurolog.unice.fr/ontoneurolog/v3.0/dolce-particular.owl#process,process,,ONL-MR-DA,http://data.bioontology.org/ontologies/ONL-MR-DA,0,0,0,0,0,0,0,0,1,0,0,0
542,process,http://purl.obolibrary.org/obo/BFO_0000015,process,p is a process = Def. p is an occurrent that has temporal proper parts and for some time t p s-depends_on some material entity at t. (axiom label in BFO2 Reference: 083-003),ODNAE,http://data.bioontology.org/ontologies/ODNAE,0,0,0,0,0,0,0,0,1,0,0,0
543,process,http://purl.obolibrary.org/obo/BFO_0000015,process,p is a process = Def. p is an occurrent that has temporal proper parts and for some time t p s-depends_on some material entity at t. (axiom label in BFO2 Reference: 083-003)An occurrent that has temporal proper parts and for some time t p s-depends_on some material entity at t.,OVAE,http://data.bioontology.org/ontologies/OVAE,0,0,0,0,0,0,0,0,1,0,0,0
544,process,http://purl.obolibrary.org/obo/BFO_0000007,process,A processual entity  that is a maximally connected spatiotemporal whole and has bona fide beginnings and endings corresponding to real discontinuities.,OHD,http://data.bioontology.org/ontologies/OHD,0,0,0,0,0,0,0,0,1,0,0,0
545,process,http://purl.obolibrary.org/obo/VSAO_0000180,process,Anatomical structure that is a natural outgrowth projection or appendage. A process can be part of a bone cartilage tissue fin scale etc.,VSAO,http://data.bioontology.org/ontologies/VSAO,0,0,0,0,0,0,0,0,1,0,0,0
546,process,http://purl.obolibrary.org/obo/bfo#Process,Process,,PDO_CAS,http://data.bioontology.org/ontologies/PDO_CAS,0,0,0,0,0,0,0,0,1,0,0,0
547,process,http://purl.obolibrary.org/obo/BFO_0000015,process,p is a process = Def. p is an occurrent that has temporal proper parts and for some time t p s-depends_on some material entity at t. (axiom label in BFO2 Reference: 083-003),ICDO,http://data.bioontology.org/ontologies/ICDO,0,0,0,0,0,0,0,0,1,0,0,0
548,process,http://purl.obolibrary.org/obo/BFO_0000015,process,p is a process = Def. p is an occurrent that has temporal proper parts and for some time t p s-depends_on some material entity at t. (axiom label in BFO2 Reference: 083-003)An occurrent that has temporal proper parts and for some time t p s-depends_on some material entity at t.,VIO,http://data.bioontology.org/ontologies/VIO,0,0,0,0,0,0,0,0,1,0,0,0
549,process,http://purl.obolibrary.org/obo/BFO_0000015,process,p is a process = Def. p is an occurrent that has temporal proper parts and for some time t p s-depends_on some material entity at t. (axiom label in BFO2 Reference: 083-003),ICEO,http://data.bioontology.org/ontologies/ICEO,0,0,0,0,0,0,0,0,1,0,0,0
550,process,http://purl.obolibrary.org/obo/WC_process,process,process,WC,http://data.bioontology.org/ontologies/WC,0,0,0,0,0,0,0,0,1,0,0,0
551,process,http://purl.obolibrary.org/obo/BFO_0000015,process,p is a process = Def. p is an occurrent that has temporal proper parts and for some time t p s-depends_on some material entity at t. (axiom label in BFO2 Reference: 083-003)An occurrent that has temporal proper parts and for some time t p s-depends_on some material entity at t.,OLAM,http://data.bioontology.org/ontologies/OLAM,0,0,0,0,0,0,0,0,1,0,0,0
552,process,http://purl.obolibrary.org/obo/BFO_0000015,process,An occurrent that has temporal proper parts and for some time t p s-depends_on some material entity at t.,MFMO,http://data.bioontology.org/ontologies/MFMO,0,0,0,0,0,0,0,0,1,0,0,0
553,,,,,,,,,,,,,,,,,,
554,propagule pressure,,,,,,0,0,0,0,0,0,0,0,0,1,0,0
555,,,,,,,,,,,,,,,,,,
556,absent,http://purl.bioontology.org/ontology/SNOMEDCT/2667000,Absent,,SNOMEDCT,http://data.bioontology.org/ontologies/SNOMEDCT,1,0,0,0,0,0,0,0,0,0,0,0
557,absent,http://purl.bioontology.org/ontology/LNC/LA9634-2,Absent,,LOINC,http://data.bioontology.org/ontologies/LOINC,1,0,0,0,0,0,0,0,0,0,0,0
558,absent,http://purl.bioontology.org/ontology/RCD/X80xh,Absent,,RCD,http://data.bioontology.org/ontologies/RCD,1,0,0,0,0,0,0,0,0,0,0,0
559,absent,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48190,Absent,Not existing in a specified place at a specified time.,NCIT,http://data.bioontology.org/ontologies/NCIT,1,0,0,0,0,0,0,0,0,0,0,0
560,absent,http://radlex.org/RID/RID28473,absent,,RADLEX,http://data.bioontology.org/ontologies/RADLEX,1,0,0,0,0,0,0,0,0,0,0,0
561,absent,http://purl.bioontology.org/ontology/SNMI/G-A204,Absent,,SNMI,http://data.bioontology.org/ontologies/SNMI,1,0,0,0,0,0,0,0,0,0,0,0
562,absent,http://purl.obolibrary.org/obo/PATO_0000462,absent,A quality denoting the lack of an entity.See documentation here: http://code.google.com/p/phenotype-ontologies/wiki/ModelingOfAbsence,BAO,http://data.bioontology.org/ontologies/BAO,1,0,0,0,0,0,0,0,0,0,0,0
563,absent,http://purl.obolibrary.org/obo/PATO_0000462,absent,A quality denoting the lack of an entity.See documentation here: http://code.google.com/p/phenotype-ontologies/wiki/ModelingOfAbsence,PATO,http://data.bioontology.org/ontologies/PATO,1,0,0,0,0,0,0,0,0,0,0,0
564,absent,http://purl.obolibrary.org/obo/PATO_0000462,absent,A quality denoting the lack of an entity.See documentation here: http://code.google.com/p/phenotype-ontologies/wiki/ModelingOfAbsence,NIFSTD,http://data.bioontology.org/ontologies/NIFSTD,1,0,0,0,0,0,0,0,0,0,0,0
565,absent,http://purl.obolibrary.org/obo/PATO_0000462,absent,A quality denoting the lack of an entity.See documentation here: http://code.google.com/p/phenotype-ontologies/wiki/ModelingOfAbsence,MS,http://data.bioontology.org/ontologies/MS,1,0,0,0,0,0,0,0,0,0,0,0
566,absent,http://purl.org/obo/owl/PATO#PATO_0000462,absent,"Example:  E=wing Q=absent  -applies to an organism that lacks wings. Note that this is the reciprocal quality to the relational quality ""lacks all parts of type"". This means that E=wing Q=absent is replaceable with E=organism Q=lacks_all_parts_of_type E2=Wing. The latter is preferable as it allows greater precision in stating what is lacking from where. E.g. We can say E=spermatocyte Q=lacks_all_parts_of_type E2=aster to describe spermatocytes that have no asters.",HUPSON,http://data.bioontology.org/ontologies/HUPSON,1,0,0,0,0,0,0,0,0,0,0,0
567,absent,http://purl.org/obo/owl/PATO#PATO_0000462,absent,"Example:  E=wing Q=absent  -applies to an organism that lacks wings. Note that this is the reciprocal quality to the relational quality ""lacks all parts of type"". This means that E=wing Q=absent is replaceable with E=organism Q=lacks_all_parts_of_type E2=Wing. The latter is preferable as it allows greater precision in stating what is lacking from where. E.g. We can say E=spermatocyte Q=lacks_all_parts_of_type E2=aster to describe spermatocytes that have no asters.",BIOMODELS,http://data.bioontology.org/ontologies/BIOMODELS,1,0,0,0,0,0,0,0,0,0,0,0
568,absent,http://purl.obolibrary.org/obo/PATO_0000462,absent,A quality denoting the lack of an entity.See documentation here: http://code.google.com/p/phenotype-ontologies/wiki/ModelingOfAbsence,GENEPIO,http://data.bioontology.org/ontologies/GENEPIO,1,0,0,0,0,0,0,0,0,0,0,0
569,absent,http://purl.obolibrary.org/obo/PATO_0000462,absent,A quality denoting the lack of an entity.See documentation here: http://code.google.com/p/phenotype-ontologies/wiki/ModelingOfAbsence,UPHENO,http://data.bioontology.org/ontologies/UPHENO,1,0,0,0,0,0,0,0,0,0,0,0
570,absent,http://purl.obolibrary.org/obo/TRAK_0001469,absent,,TRAK,http://data.bioontology.org/ontologies/TRAK,1,0,0,0,0,0,0,0,0,0,0,0
571,absent,http://www.semanticweb.org/ontologies/2009/3/ontoDPN.owl#Absent,absent,,EPO,http://data.bioontology.org/ontologies/EPO,1,0,0,0,0,0,0,0,0,0,0,0
572,absent,http://purl.obolibrary.org/obo/MFO_0001060,absent,,MFO,http://data.bioontology.org/ontologies/MFO,1,0,0,0,0,0,0,0,0,0,0,0
573,absent,http://purl.obolibrary.org/obo/PATO_0000462,absent,A quality denoting the lack of an entity.See documentation here: http://code.google.com/p/phenotype-ontologies/wiki/ModelingOfAbsence,WB-PHENOTYPE,http://data.bioontology.org/ontologies/WB-PHENOTYPE,1,0,0,0,0,0,0,0,0,0,0,0
574,absent,http://purl.obolibrary.org/obo/PATO_0000462,absent,A quality denoting the lack of an entity.See documentation here: http://code.google.com/p/phenotype-ontologies/wiki/ModelingOfAbsence,ONTONEO,http://data.bioontology.org/ontologies/ONTONEO,1,0,0,0,0,0,0,0,0,0,0,0
575,absent,http://purl.obolibrary.org/obo/APO_0000005,absent,The observed feature is not detectable in the mutant.,APO,http://data.bioontology.org/ontologies/APO,1,0,0,0,0,0,0,0,0,0,0,0
576,absent,http://purl.obolibrary.org/obo/PATO_0000462,absent,"A quality denoting the lack of an entity.Example:  E=wing Q=absent  -applies to an organism that lacks wings. Note that this is the reciprocal quality to the relational quality ""lacks all parts of type"". This means that E=wing Q=absent is replaceable with E=organism Q=lacks_all_parts_of_type E2=Wing. The latter is preferable as it allows greater precision in stating what is lacking from where. E.g. We can say E=spermatocyte Q=lacks_all_parts_of_type E2=aster to describe spermatocytes that have no asters.",OMP,http://data.bioontology.org/ontologies/OMP,1,0,0,0,0,0,0,0,0,0,0,0
577,absent,http://www.semanticweb.org/ontologies/2010/10/BPO.owl#absent,absent,,BHO,http://data.bioontology.org/ontologies/BHO,1,0,0,0,0,0,0,0,0,0,0,0
578,absent,http://www.limics.fr/ontologies/ontoparonnoy#Absent,Absent,,ONTOPARON_SOCIAL,http://data.bioontology.org/ontologies/ONTOPARON_SOCIAL,1,0,0,0,0,0,0,0,0,0,0,0
579,absent,http://purl.obolibrary.org/obo/PATO_0000462,absent,A quality denoting the lack of an entity.See documentation here: http://code.google.com/p/phenotype-ontologies/wiki/ModelingOfAbsence,FLOPO,http://data.bioontology.org/ontologies/FLOPO,1,0,0,0,0,0,0,0,0,0,0,0
580,absent,http://www.limics.fr/ontologies/ontoparonnoy#Absent,Absent,,ONTOPARON,http://data.bioontology.org/ontologies/ONTOPARON,1,0,0,0,0,0,0,0,0,0,0,0
581,absent,http://regenbase.org/ontology#RB_0000042,absent,Not present.,RB,http://data.bioontology.org/ontologies/RB,1,0,0,0,0,0,0,0,0,0,0,0
582,absent,http://purl.obolibrary.org/obo/PATO_0000462,absent,A quality denoting the lack of an entity.See documentation here: http://code.google.com/p/phenotype-ontologies/wiki/ModelingOfAbsence,NIFDYS,http://data.bioontology.org/ontologies/NIFDYS,1,0,0,0,0,0,0,0,0,0,0,0
583,,,,,,,,,,,,,,,,,,
584,absence,http://purl.bioontology.org/ontology/SNOMEDCT/418560003,Absence,,SNOMEDCT,http://data.bioontology.org/ontologies/SNOMEDCT,1,0,0,0,0,0,0,0,0,0,0,0
585,absence,http://radlex.org/RID/RID34780,absence,,RADLEX,http://data.bioontology.org/ontologies/RADLEX,1,0,0,0,0,0,0,0,0,0,0,0
586,absence,http://www.co-ode.org/ontologies/galen#absence,absence,,GALEN,http://data.bioontology.org/ontologies/GALEN,1,0,0,0,0,0,0,0,0,0,0,0
587,absence,http://mimi.case.edu/ontologies/2009/1/SDO.owl#Absence,Absence,,SDO,http://data.bioontology.org/ontologies/SDO,1,0,0,0,0,0,0,0,0,0,0,0
588,absence,http://www.limics.fr/ontologies/ontopsychiasoc#Absence,absence,,ONTOPSYCHIA,http://data.bioontology.org/ontologies/ONTOPSYCHIA,1,0,0,0,0,0,0,0,0,0,0,0
589,,,,,,,,,,,,,,,,,,
590,likelihood,http://purl.bioontology.org/ontology/LNC/LP185777-2,Likelihood,,LOINC,http://data.bioontology.org/ontologies/LOINC,0,0,0,0,0,0,0,0,0,0,0,1
591,likelihood,http://semanticscience.org/resource/Likelihood,likelihood,,CHEAR,http://data.bioontology.org/ontologies/CHEAR,0,0,0,0,0,0,0,0,0,0,0,1
592,likelihood,http://semanticscience.org/resource/SIO_001243,likelihood,Likelihood is the hypothetical probability that an event that has already occurred would yield a specific outcome.,SIO,http://data.bioontology.org/ontologies/SIO,0,0,0,0,0,0,0,0,0,0,0,1
593,likelihood,http://sweetontology.net/propFraction/Likelihood,Likelihood,,SWEET,http://data.bioontology.org/ontologies/SWEET,0,0,0,0,0,0,0,0,0,0,0,1
594,likelihood,http://semanticscience.org/resource/SIO_001243,likelihood,,ORTH,http://data.bioontology.org/ontologies/ORTH,0,0,0,0,0,0,0,0,0,0,0,1
595,likelihood,http://semanticscience.org/resource/SIO_001243,likelihood,,BIOMO,http://data.bioontology.org/ontologies/BIOMO,0,0,0,0,0,0,0,0,0,0,0,1
596,likelihood,https://www.codamono.com/biointerchange/gfvo#Likelihood,Likelihood,"A ""Likelihood"" is a probability of a certain even occurring.\\n\\nFor use with ""GL"" and ""GP"" additional information in VCF files.",GFVO,http://data.bioontology.org/ontologies/GFVO,0,0,0,0,0,0,0,0,0,0,0,1
